Station,Date,Latitude,Longitude,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Averaged Nitrate,Ratio,Density
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,24.13,36.587002,0.0,,40.7,0.0033333333333333335,,24.788384270875213
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.4,24.13,36.587002,0.0,0.466829,40.7,0.0033333333333333335,0.007140373312997551,24.788384270875213
Station 10W,2011-11-20,31.7501,295.83051,40.4,,,,,40.7,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,40.5,24.022,36.603001,0.0,,40.8,0.0033333333333333335,,24.832707691218047
Station 10W,2011-11-20,31.7501,295.83051,40.5,23.989,36.557999,0.01,,40.8,0.0033333333333333335,,24.80900377394687
Station 10W,2011-11-20,31.7501,295.83051,40.5,24.085,36.637001,0.0,,40.8,0.0033333333333333335,,24.839191391788972
Station 10W,2011-11-20,31.7501,295.83051,41.0,,,,,41.3,0.0033333333333333335,,
Station 10W,2011-11-20,31.7501,295.83051,41.8,24.134,36.546001,0.01,,42.1,0.0033333333333333335,,24.756598511131642
Station 10W,2011-11-20,31.7501,295.83051,45.6,24.027,36.602001,,,45.9,0.01,,24.830465077299095
Station 10W,2011-11-20,31.7501,295.83051,45.6,24.027,36.602001,,,45.9,0.01,,24.830465077299095
Station 10W,2011-11-20,31.7501,295.83051,61.3,24.064,36.636002,,,61.7,0.0,,24.84475812064852
Station 10W,2011-11-20,31.7501,295.83051,61.3,24.064,36.636002,,,61.7,0.0,,24.84475812064852
Station 10W,2011-11-20,31.7501,295.83051,66.1,24.149,36.630001,0.0,,66.6,0.0,,24.814769680708878
Station 10W,2011-11-20,31.7501,295.83051,66.1,24.149,36.630001,0.0,0.477073,66.6,0.0,0.0,24.814769680708878
Station 10W,2011-11-20,31.7501,295.83051,74.0,23.595,36.646999,0.0,,74.5,0.0,,24.992762939135673
Station 10W,2011-11-20,31.7501,295.83051,74.3,24.056,36.646999,0.0,,74.8,0.0,,24.855374541587253
Station 10W,2011-11-20,31.7501,295.83051,75.1,24.035,36.66,0.0,,75.6,0.0,,24.87137082423601
Station 10W,2011-11-20,31.7501,295.83051,75.7,24.189,36.603001,0.0,,76.2,0.0,,24.78261366044876
Station 10W,2011-11-20,31.7501,295.83051,76.0,,,,,76.5,0.0,,
Station 10W,2011-11-20,31.7501,295.83051,76.5,24.015,36.653999,,,77.0,0.0,,24.872885172323777
Station 10W,2011-11-20,31.7501,295.83051,76.5,24.015,36.653999,,,77.0,0.0,,24.872885172323777
Station 10W,2011-11-20,31.7501,295.83051,83.2,21.923,36.672001,,,83.8,0.0,,25.49571055879528
Station 10W,2011-11-20,31.7501,295.83051,83.2,21.923,36.672001,,,83.8,0.0,,25.49571055879528
Station 10W,2011-11-20,31.7501,295.83051,84.0,24.086,36.667999,0.0,,84.6,0.0,,24.86204273168778
Station 10W,2011-11-20,31.7501,295.83051,84.0,24.086,36.667999,0.0,0.485366,84.6,0.0,0.0,24.86204273168778
Station 10W,2011-11-20,31.7501,295.83051,84.1,21.627,36.667999,,,84.7,0.0175,,25.57610192010634
Station 10W,2011-11-20,31.7501,295.83051,84.1,21.627,36.667999,,,84.7,0.0175,,25.57610192010634
Station 10W,2011-11-20,31.7501,295.83051,84.7,21.529,36.669998,,,85.3,0.0175,,25.605057208581684
Station 10W,2011-11-20,31.7501,295.83051,84.7,21.529,36.669998,,,85.3,0.0175,,25.605057208581684
Station 10W,2011-11-20,31.7501,295.83051,84.9,21.579,36.668999,,,85.5,0.0175,,25.590309324248665
Station 10W,2011-11-20,31.7501,295.83051,84.9,21.579,36.668999,,,85.5,0.0175,,25.590309324248665
Station 10W,2011-11-20,31.7501,295.83051,85.0,21.595,36.667,,,85.6,0.0175,,25.584324493409667
Station 10W,2011-11-20,31.7501,295.83051,85.0,21.595,36.667,,,85.6,0.0175,,25.584324493409667
Station 10W,2011-11-20,31.7501,295.83051,85.0,21.64,36.666,,,85.6,0.0175,,25.570952844425392
Station 10W,2011-11-20,31.7501,295.83051,85.0,21.64,36.666,,,85.6,0.0175,,25.570952844425392
Station 10W,2011-11-20,31.7501,295.83051,85.3,21.582,36.667999,,,85.9,0.014000000000000002,,25.588717660634757
Station 10W,2011-11-20,31.7501,295.83051,85.3,21.582,36.667999,,,85.9,0.014000000000000002,,25.588717660634757
Station 10W,2011-11-20,31.7501,295.83051,86.7,21.475,36.671001,,,87.3,0.011666666666666667,,25.620904740188962
Station 10W,2011-11-20,31.7501,295.83051,86.7,21.475,36.671001,,,87.3,0.011666666666666667,,25.620904740188962
Station 10W,2011-11-20,31.7501,295.83051,88.9,22.569,36.689999,0.0,,89.5,0.011666666666666667,,25.32472954720606
Station 10W,2011-11-20,31.7501,295.83051,89.1,22.116,36.664001,0.07,,89.7,0.0175,,25.43495067973322
Station 10W,2011-11-20,31.7501,295.83051,90.1,21.332,36.694,0.0,,90.8,0.0175,,25.678047710513738
Station 10W,2011-11-20,31.7501,295.83051,90.4,20.738,36.681,0.0,,91.1,0.0175,,25.83206294517572
Station 10W,2011-11-20,31.7501,295.83051,91.0,,,,,91.7,0.0175,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,,,,,97.7,1.725,,
Station 10W,2011-11-20,31.7501,295.83051,97.1,21.055,36.716,1.73,,97.8,1.725,,25.771339272107753
Station 10W,2011-11-20,31.7501,295.83051,97.1,21.055,36.716,1.72,0.261463,97.8,1.725,6.597491805723946,25.771339272107753
Station 10W,2011-11-20,31.7501,295.83051,109.7,20.552,36.722,2.09,,110.5,0.6075,,25.913633454063984
Station 10W,2011-11-20,31.7501,295.83051,110.3,20.399,36.689999,0.06,,111.1,0.6075,,25.93101544042929
Station 10W,2011-11-20,31.7501,295.83051,110.4,19.86,36.688999,0.12,,111.2,0.6075,,26.074859730926164
Station 10W,2011-11-20,31.7501,295.83051,110.5,19.821,36.687,,,111.3,0.6075,,26.08371958051748
Station 10W,2011-11-20,31.7501,295.83051,110.5,19.821,36.687,,,111.3,0.6075,,26.08371958051748
Station 10W,2011-11-20,31.7501,295.83051,111.0,,,,,111.8,0.6075,,
Station 10W,2011-11-20,31.7501,295.83051,113.6,19.74,36.660999,0.16,,114.4,0.6075,,26.08558529169909
Station 10W,2011-11-20,31.7501,295.83051,135.4,19.376,36.629002,0.79,0.136585,136.4,0.785,5.747336823223633,26.157302243810136
Station 10W,2011-11-20,31.7501,295.83051,135.4,19.376,36.629002,0.78,,136.4,0.785,,26.157302243810136
Station 10W,2011-11-20,31.7501,295.83051,148.6,18.958,36.633999,2.11,,149.7,2.11,,26.269797163884732
Station 10W,2011-11-20,31.7501,295.83051,182.4,18.481,36.591,2.14,,183.8,2.63,,26.35948011096798
Station 10W,2011-11-20,31.7501,295.83051,184.6,18.393,36.588001,3.16,,186.0,2.63,,26.379539865523384
Station 10W,2011-11-20,31.7501,295.83051,185.0,,,,,186.4,2.63,,
Station 10W,2011-11-20,31.7501,295.83051,185.4,18.426,36.598999,3.17,,186.8,2.63,,26.379507416199658
Station 10W,2011-11-20,31.7501,295.83051,186.1,18.459,36.589001,2.33,0.16,187.5,2.63,16.4375,26.363556534749478
Station 10W,2011-11-20,31.7501,295.83051,186.1,18.459,36.589001,2.35,,187.5,2.63,,26.363556534749478
Station 10W,2011-11-20,31.7501,295.83051,232.0,18.117,36.570999,3.64,,233.8,3.5075000000000003,,26.436276422093442
Station 10W,2011-11-20,31.7501,295.83051,233.3,18.246,36.591,3.45,,235.1,3.5075000000000003,,26.41899335098492
Station 10W,2011-11-20,31.7501,295.83051,235.0,,,,,236.8,3.5075000000000003,,
Station 10W,2011-11-20,31.7501,295.83051,236.3,18.26,36.589001,3.47,,238.1,3.5075000000000003,,26.413948981936073
Station 10W,2011-11-20,31.7501,295.83051,236.3,18.26,36.589001,3.47,0.26,238.1,3.5075000000000003,13.490384615384617,26.413948981936073
Station 10W,2011-11-20,31.7501,295.83051,281.4,18.072,36.576,3.61,,283.6,3.81,,26.45138386878807
Station 10W,2011-11-20,31.7501,295.83051,285.2,17.961,36.558998,3.89,,287.4,3.81,,26.466248768099376
Station 10W,2011-11-20,31.7501,295.83051,286.6,18.056,36.563,3.92,,288.8,3.81,,26.445534724068693
Station 10W,2011-11-20,31.7501,295.83051,286.6,18.056,36.563,3.92,0.278049,288.8,3.81,13.702620761088873,26.445534724068693
Station 10W,2011-11-20,31.7501,295.83051,287.7,17.971,36.568001,3.71,,289.9,3.81,,26.47058456869172
Station 10W,2011-11-20,31.7501,295.83051,337.7,17.812,36.542999,3.92,,340.3,3.8433333333333333,,26.491229620935428
Station 10W,2011-11-20,31.7501,295.83051,345.7,17.954,36.557999,3.8,0.263415,348.4,3.8433333333333333,14.59041183430455,26.467273838143228
Station 10W,2011-11-20,31.7501,295.83051,345.7,17.954,36.557999,3.81,,348.4,3.8433333333333333,,26.467273838143228
Station 10W,2011-11-20,31.7501,295.83051,414.2,17.509,36.480999,4.88,,417.5,4.58,,26.519041907030214
Station 10W,2011-11-20,31.7501,295.83051,417.0,,,,,420.3,4.58,,
Station 10W,2011-11-20,31.7501,295.83051,420.9,17.634,36.501999,4.51,,424.3,4.58,,26.5042463646987
Station 10W,2011-11-20,31.7501,295.83051,420.9,17.634,36.501999,4.52,0.292683,424.3,4.58,15.648329421250978,26.5042463646987
Station 10W,2011-11-20,31.7501,295.83051,421.4,17.508,36.491001,4.41,,424.8,4.58,,26.52689842292375
Station 10W,2011-11-20,31.7501,295.83051,497.1,16.737,36.321999,7.36,,501.2,6.814,,26.585029101868486
Station 10W,2011-11-20,31.7501,295.83051,498.6,16.661,36.317001,6.78,,502.7,6.814,,26.599314885588683
Station 11E,2010-10-31,17.3514,337.21661,2.0,,,,,2.0,,,
Station 11E,2010-10-31,17.3514,337.21661,5.0,27.1,36.23,,,5.0,,,23.598446638965243
Station 11E,2010-10-31,17.3514,337.21661,17.8,27.11,36.23,0.0,,17.9,0.0,,23.59525455904179
Station 11E,2010-10-31,17.3514,337.21661,29.0,,,,,29.2,0.0025,,
Station 11E,2010-10-31,17.3514,337.21661,29.7,27.08,36.200001,0.0,0.586341,29.9,0.0025,0.004263730491301137,23.582722232877245
Station 11E,2010-10-31,17.3514,337.21661,29.7,27.08,36.200001,0.01,,29.9,0.0025,,23.582722232877245
Station 11E,2010-10-31,17.3514,337.21661,31.5,27.11,36.200001,0.0,,31.7,0.0025,,23.573065264478487
Station 11E,2010-10-31,17.3514,337.21661,32.1,27.08,36.27,0.0,,32.3,0.0025,,23.634546964681135
Station 11E,2010-10-31,17.3514,337.21661,47.5,22.44,36.849998,0.12,,47.8,0.12,,25.481847070708
Station 11E,2010-10-31,17.3514,337.21661,61.8,20.91,36.720001,1.77,,62.2,2.54,,25.81448510462542
Station 11E,2010-10-31,17.3514,337.21661,61.8,20.91,36.720001,1.82,0.222439,62.2,2.54,11.418860901190888,25.81448510462542
Station 11E,2010-10-31,17.3514,337.21661,63.0,,,,,63.4,2.54,,
Station 11E,2010-10-31,17.3514,337.21661,65.0,21.45,36.740002,0.68,,65.4,2.54,,25.679949563241053
Station 11E,2010-10-31,17.3514,337.21661,65.6,20.25,36.630001,5.89,,66.0,2.54,,25.92622737637157
Station 11E,2010-10-31,17.3514,337.21661,85.0,,,,,85.5,13.500000000000002,,
Station 11E,2010-10-31,17.3514,337.21661,85.4,18.34,36.400002,13.46,0.516585,85.9,13.500000000000002,26.13316298382648,26.250787983499777
Station 11E,2010-10-31,17.3514,337.21661,85.4,18.34,36.400002,13.61,,85.9,13.500000000000002,,26.250787983499777
Station 11E,2010-10-31,17.3514,337.21661,86.7,18.8,36.439999,12.8,,87.2,13.500000000000002,,26.164004809066
Station 11E,2010-10-31,17.3514,337.21661,86.9,18.2,36.380001,14.13,,87.4,13.500000000000002,,26.270901311543412
Station 11E,2010-10-31,17.3514,337.21661,111.7,17.07,36.27,15.67,,112.4,15.67,,26.465778824329846
Station 11E,2010-10-31,17.3514,337.21661,135.0,,,,,135.9,17.67749975,,
Station 11E,2010-10-31,17.3514,337.21661,135.8,16.08,36.110001,17.76,0.846341,136.7,17.67749975,20.88697079545951,26.578300017731408
Station 11E,2010-10-31,17.3514,337.21661,135.8,16.08,36.110001,17.809999,,136.7,17.67749975,,26.578300017731408
Station 11E,2010-10-31,17.3514,337.21661,136.0,16.13,36.119999,17.65,,136.9,17.67749975,,26.574315029455875
Station 11E,2010-10-31,17.3514,337.21661,136.6,16.26,36.130001,17.49,,137.5,17.67749975,,26.55164505716698
Station 11E,2010-10-31,17.3514,337.21661,150.8,15.87,36.07,18.309999,,151.8,18.309999,,26.596383587276478
Station 11E,2010-10-31,17.3514,337.21661,179.7,15.04,35.950001,19.549999,,180.9,19.4999995,,26.692479128197192
Station 11E,2010-10-31,17.3514,337.21661,179.7,15.04,35.950001,19.5,1.069268,180.9,19.4999995,18.236774597201077,26.692479128197192
Station 11E,2010-10-31,17.3514,337.21661,180.0,,,,,181.2,19.4999995,,
Station 11E,2010-10-31,17.3514,337.21661,180.3,14.88,35.93,19.719999,,181.5,19.4999995,,26.712606598171988
Station 11E,2010-10-31,17.3514,337.21661,181.0,15.14,35.970001,19.23,,182.2,19.4999995,,26.68551533712798
Station 11E,2010-10-31,17.3514,337.21661,199.6,14.7,35.900002,20.07,0.990732,200.9,20.11999966666667,20.308216214543055,26.72926687037284
Station 11E,2010-10-31,17.3514,337.21661,199.6,14.7,35.900002,20.08,,200.9,20.11999966666667,,26.72926687037284
Station 11E,2010-10-31,17.3514,337.21661,200.3,14.62,35.880001,20.209999,,201.6,20.11999966666667,,26.73143282823753
Station 11E,2010-10-31,17.3514,337.21661,249.5,13.44,35.700001,23.15,,251.1,22.73499975,,26.844147058620365
Station 11E,2010-10-31,17.3514,337.21661,249.7,13.65,35.73,22.440001,,251.3,22.73499975,,26.82357922317715
Station 11E,2010-10-31,17.3514,337.21661,250.0,,,,,251.7,22.73499975,,
Station 11E,2010-10-31,17.3514,337.21661,250.3,13.64,35.73,22.639999,1.116585,252.0,22.73499975,20.361190370639047,26.825668764329976
Station 11E,2010-10-31,17.3514,337.21661,250.3,13.64,35.73,22.709999,,252.0,22.73499975,,26.825668764329976
Station 11E,2010-10-31,17.3514,337.21661,298.6,12.68,35.580002,25.379999,,300.6,25.453333,,26.906165357994496
Station 11E,2010-10-31,17.3514,337.21661,300.7,12.61,35.580002,25.5,,302.7,25.453333,,26.920091811568227
Station 11E,2010-10-31,17.3514,337.21661,300.7,12.61,35.580002,25.48,1.066951,302.7,25.453333,23.85614053503863,26.920091811568227
Station 11E,2010-10-31,17.3514,337.21661,347.7,11.98,35.5,26.549999,,350.1,26.746666666666666,,26.98159265204299
Station 11E,2010-10-31,17.3514,337.21661,351.3,11.85,35.48,26.82,1.135122,353.7,26.746666666666666,23.562812337939594,26.991051590386178
Station 11E,2010-10-31,17.3514,337.21661,351.3,11.85,35.48,26.870001,,353.7,26.746666666666666,,26.991051590386178
Station 11E,2010-10-31,17.3514,337.21661,446.9,10.59,35.310001,29.549999,,450.1,29.654999749999998,,27.092180997149853
Station 11E,2010-10-31,17.3514,337.21661,447.5,10.5,35.310001,29.379999,,450.7,29.654999749999998,,27.10815794764312
Station 11E,2010-10-31,17.3514,337.21661,449.9,10.4,35.290001,29.83,1.053171,453.1,29.654999749999998,28.15782028749367,27.110289796888082
Station 11E,2010-10-31,17.3514,337.21661,449.9,10.4,35.290001,29.860001,,453.1,29.654999749999998,,27.110289796888082
Station 11E,2010-10-31,17.3514,337.21661,450.0,,,,,453.2,29.654999749999998,,
Station 9,2010-10-28,17.3525,341.74689,2.0,,,,,2.0,,,
Station 9,2010-10-28,17.3525,341.74689,5.0,27.97,35.810001,,,5.0,,,23.005270041186805
Station 9,2010-10-28,17.3525,341.74689,13.3,27.98,35.799999,0.02,,13.4,0.02,,22.994630807768203
Station 9,2010-10-28,17.3525,341.74689,22.4,27.88,35.77,0.0,,22.5,0.0,,23.00523633517173
Station 9,2010-10-28,17.3525,341.74689,26.0,,,,,26.2,0.005,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,27.62,35.790001,0.0,1.004878,28.2,0.006,0.005970874076256023,23.104806879413218
Station 9,2010-10-28,17.3525,341.74689,28.0,27.62,35.790001,0.0,0.75,28.2,0.006,0.008,23.104806879413218
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.0,,,,,28.2,0.006,,
Station 9,2010-10-28,17.3525,341.74689,28.9,27.97,35.799999,0.03,,29.1,0.006,,22.997911512328074
Station 9,2010-10-28,17.3525,341.74689,29.2,28.03,35.810001,0.0,,29.4,0.006,,22.98561459740972
Station 9,2010-10-28,17.3525,341.74689,30.2,27.83,35.73,0.0,,30.4,0.006,,22.992022973242683
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,19.88,36.029999,5.55,0.24,49.3,8.342500000000001,34.76041666666667,25.572616184167373
Station 9,2010-10-28,17.3525,341.74689,49.0,19.88,36.029999,5.47,0.243902,49.3,8.342500000000001,34.204311567760826,25.572616184167373
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
Station 9,2010-10-28,17.3525,341.74689,49.0,,,,,49.3,8.342500000000001,,
